npz_path,class_id,class_name,split,surface_area,bbox_volume,bbox_diag,bbox_dx,bbox_dy,bbox_dz,cluster_id
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/cone/train/cone_0033.npz,9,cone,train,69682.15625,1659955.375,207.2794647216797,110.2302017211914,110.2302017211914,136.61399841308594,0
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/bench/train/bench_0047.npz,3,bench,train,3731.997802734375,34056.84375,62.74579620361328,51.0,25.5,26.1875,0
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/chair/train/chair_0520.npz,8,chair,train,19513.7109375,293673.3125,118.08525848388672,57.5,61.91680145263672,82.48750305175781,0
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/chair/train/chair_0383.npz,8,chair,train,5793.35546875,32526.822265625,57.49936294555664,28.315643310546875,27.454700469970703,41.840660095214844,0
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/laptop/train/laptop_0025.npz,20,laptop,train,620687.6875,54597892.0,702.1309204101562,459.5050048828125,465.5002136230469,255.25,0
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/airplane/train/airplane_0247.npz,0,airplane,train,3364059.25,1554826496.0,2505.476806640625,1818.52001953125,1643.050048828125,520.3709716796875,0
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/chair/train/chair_0738.npz,8,chair,train,4380.62548828125,23048.421875,54.87297058105469,25.04122543334961,20.846599578857422,44.152000427246094,0
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/bench/train/bench_0061.npz,3,bench,train,5226583.0,481180000.0,2120.518310546875,1990.0,619.9990234375,389.9989929199219,0
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/chair/train/chair_0029.npz,8,chair,train,1925.3375244140625,15358.900390625,44.33772659301758,21.062999725341797,23.303300857543945,31.29121971130371,0
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/person/train/person_0083.npz,24,person,train,5414.138671875,32727.162109375,75.64092254638672,31.847999572753906,15.3681001663208,66.86609649658203,0
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/table/train/table_0293.npz,33,table,train,4502.23388671875,20681.58203125,56.62684631347656,24.339548110961914,47.96156311035156,17.71649932861328,0
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/xbox/train/xbox_0095.npz,39,xbox,train,22177594.0,18351126528.0,4687.16015625,2220.570068359375,3254.0,2539.68994140625,0
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/bookshelf/train/bookshelf_0523.npz,4,bookshelf,train,17422.01953125,47316.75,84.65453338623047,36.09120178222656,17.59123992919922,74.52760314941406,0
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/sofa/train/sofa_0629.npz,30,sofa,train,11684.7548828125,93688.3984375,102.57250213623047,31.889799118041992,92.1259994506836,31.889799118041992,0
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/person/train/person_0010.npz,24,person,train,2.6092681884765625,0.8174863457679749,2.286050319671631,1.2913930416107178,0.3412106931209564,1.8552371263504028,0
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/stairs/train/stairs_0110.npz,31,stairs,train,27332694.0,19128434688.0,5249.83837890625,2876.0,1631.0,4077.89990234375,0
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/toilet/train/toilet_0048.npz,35,toilet,train,4772.1220703125,12848.66796875,42.41679000854492,17.071399688720703,26.66044044494629,28.23069953918457,0
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/vase/train/vase_0177.npz,37,vase,train,97.11380004882812,46.16511154174805,6.213681221008301,3.571500062942505,3.571500062942505,3.6191999912261963,0
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/guitar/train/guitar_0093.npz,17,guitar,train,440563.5625,14812898.0,982.3673095703125,310.156005859375,930.7069702148438,51.31529998779297,0
