npz_path,obj_path,fullId,shape_id,class_name,category,split,weight,solidVolume,surfaceVolume,supportSurfaceArea,aligned_dim_x,aligned_dim_y,aligned_dim_z,material_ratio_Brick,material_ratio_Cardboard,material_ratio_Carpet,material_ratio_Ceramic,material_ratio_Concrete,material_ratio_Fabric,material_ratio_Foliage,material_ratio_Food,material_ratio_Fur,material_ratio_Glass,material_ratio_Granite,material_ratio_Leather,material_ratio_Metal,material_ratio_Paper,material_ratio_Plastic,material_ratio_Rubber,material_ratio_Stone,material_ratio_Wallpaper,material_ratio_Wood,material_density_mean,material_friction_coeff_mean,has_material_prior,aux_material_ratio_Brick,aux_material_ratio_Cardboard,aux_material_ratio_Carpet,aux_material_ratio_Ceramic,aux_material_ratio_Concrete,aux_material_ratio_Fabric,aux_material_ratio_Foliage,aux_material_ratio_Food,aux_material_ratio_Fur,aux_material_ratio_Glass,aux_material_ratio_Granite,aux_material_ratio_Leather,aux_material_ratio_Metal,aux_material_ratio_Paper,aux_material_ratio_Plastic,aux_material_ratio_Rubber,aux_material_ratio_Stone,aux_material_ratio_Wallpaper,aux_material_ratio_Wood,aux_material_density_mean,aux_material_friction_coeff_mean,aux_has_material_prior
data/shapenetsem_regression/processed/Piano/14755c2ee8e693aba508f621166382b0.npz,data/shapenetsem_regression/raw/models-OBJ/models/14755c2ee8e693aba508f621166382b0.obj,wss.14755c2ee8e693aba508f621166382b0,14755c2ee8e693aba508f621166382b0,Piano,Piano,train,49.7712,0.279266,0.082952,0.017223,1.1430189,0.61069733,1.9797021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.62,1.0,-0.0464501934466657,-0.21026299321513872,0.0,-0.36573896838519526,-0.08206081132168938,-0.7824295182422818,-0.20283465572991063,-0.06362847629757779,-0.2830889839296111,-0.61128317819122,-0.32757780953383786,-0.5494733338782186,-0.37241170693983267,-0.23980688220911825,-0.4589938364857421,-0.428025825003853,-0.06908152690486814,-0.22854249436510704,1.568666317095478,-1.2503215985544491,0.8969609312381889,0.0780076451238522
data/shapenetsem_regression/processed/Candle/b6a099bbad33baeed49957356fca3ba9.npz,data/shapenetsem_regression/raw/models-OBJ/models/b6a099bbad33baeed49957356fca3ba9.obj,wss.b6a099bbad33baeed49957356fca3ba9,b6a099bbad33baeed49957356fca3ba9,Candle,Candle,train,0.3519,0.001013,0.000391,1.9e-05,0.2675751,0.39488987,0.23210333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58,0.68,1.0,-0.0464501934466657,-0.21026299321513872,0.0,-0.36573896838519526,-0.08206081132168938,-0.7824295182422818,-0.20283465572991063,-0.06362847629757779,-0.2830889839296111,3.1088305459421592,-0.32757780953383786,-0.5494733338782186,-0.37241170693983267,-0.23980688220911825,-0.4589938364857421,-0.428025825003853,-0.06908152690486814,-0.22854249436510704,-0.9009598881987362,1.7300679643393606,1.4156162333981297,0.0780076451238522
data/shapenetsem_regression/processed/Chair/2387252e09b3911227eb00c151c6f711.npz,data/shapenetsem_regression/raw/models-OBJ/models/2387252e09b3911227eb00c151c6f711.obj,wss.2387252e09b3911227eb00c151c6f711,2387252e09b3911227eb00c151c6f711,Chair,"Chair,SideChair,_OIMwhitelist",train,16.2606996661824,0.021348,0.013728,0.014292,0.54477325,1.2536266,0.6804925500000001,0.0,0.0,0.0,0.0,0.0,0.418961864,0.0,0.0,0.0,0.0,0.0,0.11970339,0.018008475,0.0,0.039194915,0.000529661,0.0,0.0,0.403601695,1.1844915258000002,0.45475635605,1.0,-0.0464501934466657,-0.21026299321513872,0.0,-0.36573896838519526,-0.08206081132168938,0.8034240421718316,-0.20283465572991063,-0.06362847629757779,-0.2830889839296111,-0.61128317819122,-0.32757780953383786,1.1061019301896977,-0.20521317674609044,-0.23980688220911825,-0.08219692657713024,2.336307628146031,-0.06908152690486814,-0.22854249436510704,0.0957854342744266,-0.37051733436546,-0.5314472701434252,0.0780076451238522
data/shapenetsem_regression/processed/Table/bf3c2b62444f6c5528f65e77564fabd1.npz,data/shapenetsem_regression/raw/models-OBJ/models/bf3c2b62444f6c5528f65e77564fabd1.obj,wss.bf3c2b62444f6c5528f65e77564fabd1,bf3c2b62444f6c5528f65e77564fabd1,Table,"Table,AccentTable,RoundTable,_AttributesTrain",train,13.15176829484346,0.040193,0.015677,0.002604,0.9118419,1.03283745,0.9019698,0.0,0.0,0.0,0.0,0.0,0.012410501,0.0,0.0,0.0,0.066825776,0.015274463,0.001909308,0.026252983,0.0,0.00477327,0.0,0.0,0.0,0.872553699,0.83892124098,0.61878281625,1.0,-0.0464501934466657,-0.21026299321513872,0.0,-0.36573896838519526,-0.08206081132168938,-0.7354533161377081,-0.20283465572991063,-0.06362847629757779,-0.2830889839296111,-0.36268369176775694,3.0925664890955455,-0.5230663699961849,-0.12866757142578708,-0.23980688220911825,-0.4131064200655386,-0.428025825003853,-0.06908152690486814,-0.22854249436510704,1.2539215923780638,-0.8906860566501922,0.8864392844775151,0.0780076451238522
data/shapenetsem_regression/processed/Lamp/3591b4c764217d2833e4e0fe8cce118e.npz,data/shapenetsem_regression/raw/models-OBJ/models/3591b4c764217d2833e4e0fe8cce118e.obj,wss.3591b4c764217d2833e4e0fe8cce118e,3591b4c764217d2833e4e0fe8cce118e,Lamp,"Lamp,TableLamp",train,6.1695499027442,0.001618,0.00287,0.012743,0.26520092,0.7224493,0.26520004,0.0,0.0,0.0,0.041224235,0.0,0.397251718,0.0,0.0,0.0,0.391005621,0.0,0.0,0.094316052,0.00062461,0.075577764,0.0,0.0,0.0,0.0,2.1496689556599997,0.5011180509000001,1.0,-0.0464501934466657,-0.21026299321513872,0.0,-0.176896934182497,-0.08206081132168938,0.721246843506298,-0.20283465572991063,-0.06362847629757779,-0.2830889839296111,0.8433021987041748,-0.32757780953383786,-0.5494733338782186,0.5032596238128582,-0.2360153656646012,0.26756643116638407,-0.428025825003853,-0.06908152690486814,-0.22854249436510704,-0.9009598881987362,1.0823133415413149,-0.1306849559588629,0.0780076451238522
data/shapenetsem_regression/processed/TV/d4d8dd7053596249bc1905b3bc668597.npz,data/shapenetsem_regression/raw/models-OBJ/models/d4d8dd7053596249bc1905b3bc668597.obj,wss.d4d8dd7053596249bc1905b3bc668597,d4d8dd7053596249bc1905b3bc668597,TV,"TV,_StanfordSceneDBModels,_Attributes",train,78.4903271132376,0.091078,0.031645,0.098409,1.3520499,0.6204049700000001,0.19040024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.940677966,0.0,0.0,0.0,0.0,0.059322034,0.0,0.0,0.0,0.0,2.48033898288,0.66932203388,1.0,-0.0464501934466657,-0.21026299321513872,0.0,-0.36573896838519526,-0.08206081132168938,-0.7824295182422818,-0.20283465572991063,-0.06362847629757779,-0.2830889839296111,2.8881458331152525,-0.32757780953383786,-0.5494733338782186,-0.37241170693983267,-0.23980688220911825,0.1112933831878715,-0.428025825003853,-0.06908152690486814,-0.22854249436510704,-0.9009598881987362,1.580053491989952,1.3233131709910924,0.0780076451238522
data/shapenetsem_regression/processed/Lamp/e6d62a37e187bde599284d844aba7576.npz,data/shapenetsem_regression/raw/models-OBJ/models/e6d62a37e187bde599284d844aba7576.obj,wss.e6d62a37e187bde599284d844aba7576,e6d62a37e187bde599284d844aba7576,Lamp,"Lamp,FloorLamp",train,5.99112737942442,0.004183,0.002787,0.031972,0.9216492,1.3370955,0.67809044,0.0,0.0,0.0,0.041224235,0.0,0.397251718,0.0,0.0,0.0,0.391005621,0.0,0.0,0.094316052,0.00062461,0.075577764,0.0,0.0,0.0,0.0,2.1496689556599997,0.5011180509000001,1.0,-0.0464501934466657,-0.21026299321513872,0.0,-0.176896934182497,-0.08206081132168938,0.721246843506298,-0.20283465572991063,-0.06362847629757779,-0.2830889839296111,0.8433021987041748,-0.32757780953383786,-0.5494733338782186,0.5032596238128582,-0.2360153656646012,0.26756643116638407,-0.428025825003853,-0.06908152690486814,-0.22854249436510704,-0.9009598881987362,1.0823133415413149,-0.1306849559588629,0.0780076451238522
data/shapenetsem_regression/processed/Lamp/fcd263dc05862ad1bec3353c29751fdf.npz,data/shapenetsem_regression/raw/models-OBJ/models/fcd263dc05862ad1bec3353c29751fdf.obj,wss.fcd263dc05862ad1bec3353c29751fdf,fcd263dc05862ad1bec3353c29751fdf,Lamp,"Lamp,CeilingLamp",train,6.49128,0.004456,0.002516,7.1e-05,0.6658337000000001,0.3299709,0.7630948,0.0,0.0,0.0,0.041224235,0.0,0.397251718,0.0,0.0,0.0,0.391005621,0.0,0.0,0.094316052,0.00062461,0.075577764,0.0,0.0,0.0,0.0,2.1496689556599997,0.5011180509000001,1.0,-0.0464501934466657,-0.21026299321513872,0.0,-0.176896934182497,-0.08206081132168938,0.721246843506298,-0.20283465572991063,-0.06362847629757779,-0.2830889839296111,0.8433021987041748,-0.32757780953383786,-0.5494733338782186,0.5032596238128582,-0.2360153656646012,0.26756643116638407,-0.428025825003853,-0.06908152690486814,-0.22854249436510704,-0.9009598881987362,1.0823133415413149,-0.1306849559588629,0.0780076451238522
data/shapenetsem_regression/processed/Lamp/51b4f0fd600a7cdc580a266ffa083ba4.npz,data/shapenetsem_regression/raw/models-OBJ/models/51b4f0fd600a7cdc580a266ffa083ba4.obj,wss.51b4f0fd600a7cdc580a266ffa083ba4,51b4f0fd600a7cdc580a266ffa083ba4,Lamp,"Lamp,LampPost",train,4.07147300202004,0.004112,0.001894,0.005728,0.1553404,1.166217,0.1553404,0.0,0.0,0.0,0.041224235,0.0,0.397251718,0.0,0.0,0.0,0.391005621,0.0,0.0,0.094316052,0.00062461,0.075577764,0.0,0.0,0.0,0.0,2.1496689556599997,0.5011180509000001,1.0,-0.0464501934466657,-0.21026299321513872,0.0,-0.176896934182497,-0.08206081132168938,0.721246843506298,-0.20283465572991063,-0.06362847629757779,-0.2830889839296111,0.8433021987041748,-0.32757780953383786,-0.5494733338782186,0.5032596238128582,-0.2360153656646012,0.26756643116638407,-0.428025825003853,-0.06908152690486814,-0.22854249436510704,-0.9009598881987362,1.0823133415413149,-0.1306849559588629,0.0780076451238522
data/shapenetsem_regression/processed/ChestOfDrawers/36bcc4b7555ba93f8fcb925bbfae1af.npz,data/shapenetsem_regression/raw/models-OBJ/models/36bcc4b7555ba93f8fcb925bbfae1af.obj,wss.36bcc4b7555ba93f8fcb925bbfae1af,36bcc4b7555ba93f8fcb925bbfae1af,ChestOfDrawers,"ChestOfDrawers,Dresser",train,42.540600000000005,0.704472,0.070901,0.002243,1.749872,0.8457715,0.62703747,0.0,0.0,0.0,0.0017636680017636681,0.0,0.0,0.0,0.0,0.0,0.02469135802469136,0.0,0.0,0.021164021021164024,0.0,0.0,0.0,0.0,0.0,0.952380952952381,0.6973544962773546,0.6210582011110583,1.0,-0.0464501934466657,-0.21026299321513872,0.0,-0.3576598699347022,-0.08206081132168938,-0.7824295182422818,-0.20283465572991063,-0.06362847629757779,-0.2830889839296111,-0.5194285183360748,-0.32757780953383786,-0.5494733338782186,-0.17591571226354338,-0.23980688220911825,-0.4589938364857421,-0.428025825003853,-0.06908152690486814,-0.22854249436510704,1.4510650706355401,-1.1037790103696956,0.9061082915215539,0.0780076451238522
